ID,Book,Rating,num_rating
1086,"Snow Crash, Neal Stephenson",really liked it,83
1327,"Snow Crash, Neal Stephenson",really liked it,51
1391,"Snow Crash, Neal Stephenson",it was amazing,43
1398,"Snow Crash, Neal Stephenson",it was amazing,30
1416,"Snow Crash, Neal Stephenson",liked it,66
1417,"Snow Crash, Neal Stephenson",it was amazing,15
1455,"Snow Crash, Neal Stephenson",really liked it,33
1466,"Snow Crash, Neal Stephenson",really liked it,22
1613,"Snow Crash, Neal Stephenson",it was amazing,31
1896,"Snow Crash, Neal Stephenson",really liked it,3
1079,"Watchmen, Alan Moore",it was amazing,2
1122,"Watchmen, Alan Moore",it was amazing,48
1147,"Watchmen, Alan Moore",really liked it,37
1167,"Watchmen, Alan Moore",really liked it,3
1207,"Watchmen, Alan Moore",it was amazing,11
1209,"Watchmen, Alan Moore",it was amazing,19
1216,"Watchmen, Alan Moore",it was amazing,9
1257,"Watchmen, Alan Moore",really liked it,48
1327,"Watchmen, Alan Moore",it was amazing,51
1333,"Watchmen, Alan Moore",liked it,23
1354,"Watchmen, Alan Moore",it was amazing,4
1384,"Watchmen, Alan Moore",really liked it,26
1398,"Watchmen, Alan Moore",it was amazing,30
1416,"Watchmen, Alan Moore",liked it,66
1417,"Watchmen, Alan Moore",it was amazing,15
1466,"Watchmen, Alan Moore",it was amazing,22
1686,"Watchmen, Alan Moore",it was amazing,8
2023,"Watchmen, Alan Moore",liked it,28
1086,"Nod, Adrian Barnes",really liked it,83
1086,"The Haunting of Tram Car 015, P. Djèlí Clark",liked it,83
1086,"The Gone-Away World, Nick Harkaway",really liked it,83
1613,"The Gone-Away World, Nick Harkaway",it was amazing,31
1086,"The Accidental Time Machine, Joe Haldeman",liked it,83
1086,"The Sky Is Yours, Chandler Klang Smith",really liked it,83
1086,"How to Stop Time, Matt Haig",liked it,83
1158,"How to Stop Time, Matt Haig",really liked it,38
1162,"How to Stop Time, Matt Haig",it was amazing,13
1201,"How to Stop Time, Matt Haig",liked it,21
1262,"How to Stop Time, Matt Haig",really liked it,12
1086,"Zoo City, Lauren Beukes",really liked it,83
1086,"Zodiac, Neal Stephenson",really liked it,83
1219,"Zodiac, Neal Stephenson",really liked it,22
1417,"Zodiac, Neal Stephenson",it was amazing,15
1613,"Zodiac, Neal Stephenson",really liked it,31
1086,"Sourdough, Robin Sloan",really liked it,83
1145,"Sourdough, Robin Sloan",liked it,52
1343,"Sourdough, Robin Sloan",liked it,19
1379,"Sourdough, Robin Sloan",it was amazing,4
1386,"Sourdough, Robin Sloan",really liked it,4
1416,"Sourdough, Robin Sloan",it was amazing,66
1086,"The Dispatcher, John Scalzi",liked it,83
1327,"The Dispatcher, John Scalzi",it was amazing,51
1613,"The Dispatcher, John Scalzi",it was amazing,31
1086,"Lagoon, Nnedi Okorafor",really liked it,83
1086,"Kraken, China Miéville",really liked it,83
1218,"Kraken, China Miéville",it was amazing,39
1086,"The Last Days of New Paris, China Miéville",really liked it,83
1086,"UnHappenings, Edward Aubry",really liked it,83
1145,"UnHappenings, Edward Aubry",liked it,52
1086,"Railsea, China Miéville",really liked it,83
1086,"Budayeen Nights, George Alec Effinger",liked it,83
1086,"The Exile Kiss, George Alec Effinger",really liked it,83
1086,"A Fire in the Sun, George Alec Effinger",really liked it,83
1086,"Annabel Scheme, Robin Sloan",really liked it,83
1086,"When Gravity Fails, George Alec Effinger",liked it,83
1086,"Saga, Vol. 1, Brian K. Vaughan",it was amazing,83
1218,"Saga, Vol. 1, Brian K. Vaughan",really liked it,39
1327,"Saga, Vol. 1, Brian K. Vaughan",it was amazing,51
1398,"Saga, Vol. 1, Brian K. Vaughan",really liked it,30
1086,"Pirate Cinema, Cory Doctorow",really liked it,83
1086,"For the Win, Cory Doctorow",liked it,83
1086,"The City & the City, China Miéville",really liked it,83
1145,"The City & the City, China Miéville",liked it,52
1216,"The City & the City, China Miéville",really liked it,9
1218,"The City & the City, China Miéville",really liked it,39
1398,"The City & the City, China Miéville",really liked it,30
1455,"The City & the City, China Miéville",it was amazing,33
1086,"Glimpses, Lewis Shiner",liked it,83
1086,"Frontera, Lewis  Shiner",liked it,83
1086,"Postsingular, Rudy Rucker",liked it,83
1218,"Postsingular, Rudy Rucker",liked it,39
1086,"Agent to the Stars, John Scalzi",liked it,83
1086,"Makers, Cory Doctorow",liked it,83
1613,"Makers, Cory Doctorow",liked it,31
1086,"Terminal World, Alastair Reynolds",liked it,83
1086,"Hull Zero Three, Greg Bear",liked it,83
1086,"Wireless, Charles Stross",liked it,83
1086,"Galactic North, Alastair Reynolds",liked it,83
1086,"Nation, Terry Pratchett",really liked it,83
1416,"Nation, Terry Pratchett",liked it,66
1086,"The Manual of Detection, Jedediah Berry",liked it,83
1086,"Navigator, Stephen Baxter",liked it,83
1125,"The Drowned World, J.G. Ballard",really liked it,29
1086,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",liked it,83
1125,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",it was amazing,29
1150,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",really liked it,14
1166,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",it was amazing,7
1219,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",really liked it,22
1354,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",liked it,4
1384,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",it was amazing,26
1397,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",it was amazing,3
1417,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",it was amazing,15
1745,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",really liked it,5
1861,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",it was amazing,24
1875,"The Amazing Adventures of Kavalier & Clay, Michael Chabon",really liked it,8
1086,"Cryptonomicon, Neal Stephenson",liked it,83
1147,"Cryptonomicon, Neal Stephenson",it was amazing,37
1218,"Cryptonomicon, Neal Stephenson",really liked it,39
1327,"Cryptonomicon, Neal Stephenson",really liked it,51
1510,"Cryptonomicon, Neal Stephenson",really liked it,18
1597,"Cryptonomicon, Neal Stephenson",really liked it,20
1613,"Cryptonomicon, Neal Stephenson",it was amazing,31
1655,"Cryptonomicon, Neal Stephenson",it was amazing,11
1896,"Cryptonomicon, Neal Stephenson",it was amazing,3
1086,"1632, Eric Flint",liked it,83
1391,"1632, Eric Flint",really liked it,43
1086,"I Am Legend and Other Stories, Richard Matheson",really liked it,83
1257,"I Am Legend and Other Stories, Richard Matheson",really liked it,48
1327,"I Am Legend and Other Stories, Richard Matheson",it was amazing,51
1455,"I Am Legend and Other Stories, Richard Matheson",it was amazing,33
1861,"I Am Legend and Other Stories, Richard Matheson",it was amazing,24
1880,"I Am Legend and Other Stories, Richard Matheson",really liked it,17
2017,"I Am Legend and Other Stories, Richard Matheson",liked it,6
1086,"The Walking Dead, Vol. 1: Days Gone Bye, Robert Kirkman",really liked it,83
1086,"Metrophage, Richard Kadrey",liked it,83
1086,"Accelerando, Charles Stross",liked it,83
1384,"Accelerando, Charles Stross",really liked it,26
1455,"Accelerando, Charles Stross",really liked it,33
1086,"Marvel 1602, Neil Gaiman",really liked it,83
1327,"Marvel 1602, Neil Gaiman",liked it,51
1416,"Marvel 1602, Neil Gaiman",liked it,66
2061,"Marvel 1602, Neil Gaiman",really liked it,8
1086,"Selected Stories of Philip K. Dick, Philip K. Dick",really liked it,83
1327,"Selected Stories of Philip K. Dick, Philip K. Dick",it was amazing,51
1655,"Selected Stories of Philip K. Dick, Philip K. Dick",it was amazing,11
1086,"Someone Comes to Town, Someone Leaves Town, Cory Doctorow",it was amazing,83
1086,"Batman: The Dark Knight Returns, Frank Miller",really liked it,83
1117,"Batman: The Dark Knight Returns, Frank Miller",it was amazing,18
1327,"Batman: The Dark Knight Returns, Frank Miller",it was amazing,51
1416,"Batman: The Dark Knight Returns, Frank Miller",really liked it,66
1417,"Batman: The Dark Knight Returns, Frank Miller",it was amazing,15
1466,"Batman: The Dark Knight Returns, Frank Miller",liked it,22
1651,"Batman: The Dark Knight Returns, Frank Miller",really liked it,15
1686,"Batman: The Dark Knight Returns, Frank Miller",it was amazing,8
1845,"Batman: The Dark Knight Returns, Frank Miller",really liked it,20
1086,"Eastern Standard Tribe, Cory Doctorow",really liked it,83
1086,"The Chrysalids, John Wyndham",liked it,83
1416,"The Chrysalids, John Wyndham",really liked it,66
1086,"Contact, Susan Grant",really liked it,83
1455,"Contact, Susan Grant",liked it,33
1994,"Contact, Susan Grant",it was amazing,5
1086,"Starship Troopers, Robert A. Heinlein",really liked it,83
1158,"Starship Troopers, Robert A. Heinlein",really liked it,38
1417,"Starship Troopers, Robert A. Heinlein",it was amazing,15
1455,"Starship Troopers, Robert A. Heinlein",it was amazing,33
1086,"The Metamorphosis of Prime Intellect, Roger    Williams",really liked it,83
1333,"The Metamorphosis of Prime Intellect, Roger    Williams",really liked it,23
1086,"The City of Gold and Lead, John Christopher",really liked it,83
1717,"The City of Gold and Lead, John Christopher",liked it,8
1845,"The City of Gold and Lead, John Christopher",it was amazing,20
2090,"The City of Gold and Lead, John Christopher",liked it,11
1086,"The White Mountains, John Christopher",really liked it,83
1845,"The White Mountains, John Christopher",it was amazing,20
1889,"The White Mountains, John Christopher",really liked it,4
1962,"The White Mountains, John Christopher",really liked it,4
2090,"The White Mountains, John Christopher",liked it,11
1086,"Down and Out in the Magic Kingdom, Cory Doctorow",really liked it,83
1086,"Neuromancer, William Gibson",liked it,83
1117,"Neuromancer, William Gibson",it was amazing,18
1417,"Neuromancer, William Gibson",it was amazing,15
1613,"Neuromancer, William Gibson",it was amazing,31
1086,"Anti-Ice, Stephen Baxter",liked it,83
1086,"Enchantment, Orson Scott Card",really liked it,83
1326,"Enchantment, Orson Scott Card",liked it,28
1086,"The Hanged Man, P.N. Elrod",really liked it,83
1950,"The Hanged Man, P.N. Elrod",it was amazing,12
1086,"Catch-22, Joseph Heller",it was amazing,83
1133,"Catch-22, Joseph Heller",it was amazing,14
1166,"Catch-22, Joseph Heller",really liked it,7
1187,"Catch-22, Joseph Heller",it was amazing,18
1195,"Catch-22, Joseph Heller",liked it,2
1205,"Catch-22, Joseph Heller",it was amazing,6
1209,"Catch-22, Joseph Heller",really liked it,19
1217,"Catch-22, Joseph Heller",really liked it,2
1731,"Catch-22, Joseph Heller",liked it,5
1875,"Catch-22, Joseph Heller",really liked it,8
1086,"Pastwatch: The Redemption of Christopher Columbus, Orson Scott Card",really liked it,83
1086,"Timequake, Kurt Vonnegut Jr.",liked it,83
1187,"Timequake, Kurt Vonnegut Jr.",really liked it,18
1272,"Timequake, Kurt Vonnegut Jr.",liked it,17
1466,"Timequake, Kurt Vonnegut Jr.",liked it,22
2004,"Timequake, Kurt Vonnegut Jr.",really liked it,7
2086,"Timequake, Kurt Vonnegut Jr.",really liked it,24
1086,"Welcome to the Monkey House, Kurt Vonnegut Jr.",liked it,83
1219,"Welcome to the Monkey House, Kurt Vonnegut Jr.",really liked it,22
1272,"Welcome to the Monkey House, Kurt Vonnegut Jr.",really liked it,17
1466,"Welcome to the Monkey House, Kurt Vonnegut Jr.",liked it,22
1745,"Welcome to the Monkey House, Kurt Vonnegut Jr.",it was amazing,5
2004,"Welcome to the Monkey House, Kurt Vonnegut Jr.",liked it,7
1086,"The Sirens of Titan, Kurt Vonnegut Jr.",liked it,83
1163,"The Sirens of Titan, Kurt Vonnegut Jr.",really liked it,28
1218,"The Sirens of Titan, Kurt Vonnegut Jr.",liked it,39
1272,"The Sirens of Titan, Kurt Vonnegut Jr.",really liked it,17
1398,"The Sirens of Titan, Kurt Vonnegut Jr.",it was amazing,30
1466,"The Sirens of Titan, Kurt Vonnegut Jr.",it was amazing,22
1655,"The Sirens of Titan, Kurt Vonnegut Jr.",really liked it,11
1086,"Player Piano, Kurt Vonnegut Jr.",really liked it,83
1272,"Player Piano, Kurt Vonnegut Jr.",really liked it,17
2086,"Player Piano, Kurt Vonnegut Jr.",liked it,24
1086,"Galápagos, Kurt Vonnegut Jr.",liked it,83
1145,"Galápagos, Kurt Vonnegut Jr.",liked it,52
1466,"Galápagos, Kurt Vonnegut Jr.",really liked it,22
1655,"Galápagos, Kurt Vonnegut Jr.",it was amazing,11
1745,"Galápagos, Kurt Vonnegut Jr.",it was amazing,5
2004,"Galápagos, Kurt Vonnegut Jr.",it was amazing,7
1086,"Mammoth, John Varley",liked it,83
1086,"Daisy Kutter: The Last Train, Kazu Kibuishi",really liked it,83
1097,"The Underground Railroad, Colson Whitehead",really liked it,22
1111,"The Underground Railroad, Colson Whitehead",liked it,19
1132,"The Underground Railroad, Colson Whitehead",it was amazing,13
1145,"The Underground Railroad, Colson Whitehead",liked it,52
1150,"The Underground Railroad, Colson Whitehead",really liked it,14
1163,"The Underground Railroad, Colson Whitehead",it was amazing,28
1343,"The Underground Railroad, Colson Whitehead",liked it,19
1602,"The Underground Railroad, Colson Whitehead",liked it,5
1617,"The Underground Railroad, Colson Whitehead",really liked it,4
1845,"The Underground Railroad, Colson Whitehead",it was amazing,20
1982,"The Underground Railroad, Colson Whitehead",really liked it,32
1097,"Gettysburg, Newt Gingrich",it was amazing,22
1097,"The Running Man, Richard Bachman",liked it,22
1257,"The Running Man, Richard Bachman",liked it,48
1097,"I Am Legend, Richard Matheson",it was amazing,22
1880,"I Am Legend, Richard Matheson",really liked it,17
1097,"World War Z: An Oral History of the Zombie War, Max Brooks",liked it,22
1125,"World War Z: An Oral History of the Zombie War, Max Brooks",liked it,29
1147,"World War Z: An Oral History of the Zombie War, Max Brooks",liked it,37
1154,"World War Z: An Oral History of the Zombie War, Max Brooks",it was amazing,2
1181,"World War Z: An Oral History of the Zombie War, Max Brooks",liked it,22
1207,"World War Z: An Oral History of the Zombie War, Max Brooks",really liked it,11
1219,"World War Z: An Oral History of the Zombie War, Max Brooks",really liked it,22
1227,"World War Z: An Oral History of the Zombie War, Max Brooks",it was amazing,7
1349,"World War Z: An Oral History of the Zombie War, Max Brooks",liked it,10
1370,"World War Z: An Oral History of the Zombie War, Max Brooks",really liked it,39
1391,"World War Z: An Oral History of the Zombie War, Max Brooks",really liked it,43
1455,"World War Z: An Oral History of the Zombie War, Max Brooks",it was amazing,33
1613,"World War Z: An Oral History of the Zombie War, Max Brooks",really liked it,31
1784,"World War Z: An Oral History of the Zombie War, Max Brooks",really liked it,10
1861,"World War Z: An Oral History of the Zombie War, Max Brooks",really liked it,24
2017,"World War Z: An Oral History of the Zombie War, Max Brooks",really liked it,6
1097,"Survivor, Mike Shepherd",it was amazing,22
1122,"Survivor, Mike Shepherd",really liked it,48
1187,"Survivor, Mike Shepherd",really liked it,18
1209,"Survivor, Mike Shepherd",it was amazing,19
1219,"Survivor, Mike Shepherd",liked it,22
1227,"Survivor, Mike Shepherd",really liked it,7
1247,"Survivor, Mike Shepherd",liked it,10
1257,"Survivor, Mike Shepherd",really liked it,48
1334,"Survivor, Mike Shepherd",really liked it,2
1398,"Survivor, Mike Shepherd",it was amazing,30
1510,"Survivor, Mike Shepherd",really liked it,18
1861,"Survivor, Mike Shepherd",really liked it,24
1097,"The Plot Against America, Philip Roth",it was amazing,22
1209,"The Plot Against America, Philip Roth",it was amazing,19
1218,"The Plot Against America, Philip Roth",liked it,39
1219,"The Plot Against America, Philip Roth",liked it,22
1247,"The Plot Against America, Philip Roth",really liked it,10
1597,"The Plot Against America, Philip Roth",it was amazing,20
1862,"The Plot Against America, Philip Roth",it was amazing,11
1097,"The Road, Cormac McCarthy",it was amazing,22
1125,"The Road, Cormac McCarthy",really liked it,29
1133,"The Road, Cormac McCarthy",liked it,14
1147,"The Road, Cormac McCarthy",it was amazing,37
1163,"The Road, Cormac McCarthy",it was amazing,28
1181,"The Road, Cormac McCarthy",it was amazing,22
1187,"The Road, Cormac McCarthy",it was amazing,18
1189,"The Road, Cormac McCarthy",it was amazing,7
1204,"The Road, Cormac McCarthy",really liked it,3
1216,"The Road, Cormac McCarthy",it was amazing,9
1218,"The Road, Cormac McCarthy",it was amazing,39
1224,"The Road, Cormac McCarthy",really liked it,4
1305,"The Road, Cormac McCarthy",really liked it,10
1308,"The Road, Cormac McCarthy",liked it,10
1349,"The Road, Cormac McCarthy",it was amazing,10
1370,"The Road, Cormac McCarthy",liked it,39
1416,"The Road, Cormac McCarthy",liked it,66
1455,"The Road, Cormac McCarthy",it was amazing,33
1462,"The Road, Cormac McCarthy",liked it,3
1617,"The Road, Cormac McCarthy",it was amazing,4
1672,"The Road, Cormac McCarthy",liked it,7
1746,"The Road, Cormac McCarthy",it was amazing,14
1814,"The Road, Cormac McCarthy",liked it,7
1861,"The Road, Cormac McCarthy",it was amazing,24
1862,"The Road, Cormac McCarthy",it was amazing,11
1880,"The Road, Cormac McCarthy",it was amazing,17
2023,"The Road, Cormac McCarthy",liked it,28
2065,"The Road, Cormac McCarthy",really liked it,15
1097,"The World Without Us, Alan Weisman",liked it,22
1125,"The World Without Us, Alan Weisman",really liked it,29
1789,"The World Without Us, Alan Weisman",really liked it,8
1829,"The World Without Us, Alan Weisman",really liked it,43
1097,"A Clockwork Orange, Anthony Burgess",really liked it,22
1147,"A Clockwork Orange, Anthony Burgess",it was amazing,37
1187,"A Clockwork Orange, Anthony Burgess",it was amazing,18
1257,"A Clockwork Orange, Anthony Burgess",it was amazing,48
1416,"A Clockwork Orange, Anthony Burgess",liked it,66
1417,"A Clockwork Orange, Anthony Burgess",it was amazing,15
1466,"A Clockwork Orange, Anthony Burgess",liked it,22
1861,"A Clockwork Orange, Anthony Burgess",really liked it,24
1097,"A Christmas Carol, Charles Dickens",it was amazing,22
1686,"A Christmas Carol, Charles Dickens",it was amazing,8
1746,"A Christmas Carol, Charles Dickens",it was amazing,14
1829,"A Christmas Carol, Charles Dickens",really liked it,43
1111,"The Dream Daughter, Diane Chamberlain",it was amazing,19
1158,"The Dream Daughter, Diane Chamberlain",really liked it,38
1111,"Harmony, Project Itoh",liked it,19
1111,"The Prestige, Christopher Priest",liked it,19
1111,"The Circle, Dave Eggers",it was amazing,19
1163,"The Circle, Dave Eggers",really liked it,28
1181,"The Circle, Dave Eggers",liked it,22
1277,"The Circle, Dave Eggers",really liked it,2
1773,"The Circle, Dave Eggers",it was amazing,6
1111,"The Bone Clocks, David Mitchell",liked it,19
1111,"Station Eleven, Emily St. John Mandel",liked it,19
1147,"Station Eleven, Emily St. John Mandel",it was amazing,37
1162,"Station Eleven, Emily St. John Mandel",it was amazing,13
1181,"Station Eleven, Emily St. John Mandel",really liked it,22
1189,"Station Eleven, Emily St. John Mandel",really liked it,7
1262,"Station Eleven, Emily St. John Mandel",really liked it,12
1370,"Station Eleven, Emily St. John Mandel",liked it,39
1398,"Station Eleven, Emily St. John Mandel",really liked it,30
1588,"Station Eleven, Emily St. John Mandel",really liked it,20
1950,"Station Eleven, Emily St. John Mandel",liked it,12
1111,"The Gold Coast, Kim Stanley Robinson",it was amazing,19
1111,"Freedom, Jay Kirkpatrick",it was amazing,19
1111,"Freedom, Jay Kirkpatrick",it was amazing,19
1150,"Freedom, Jay Kirkpatrick",it was amazing,14
1150,"Freedom, Jay Kirkpatrick",it was amazing,14
1218,"Freedom, Jay Kirkpatrick",it was amazing,39
1218,"Freedom, Jay Kirkpatrick",it was amazing,39
1572,"Freedom, Jay Kirkpatrick",it was amazing,13
1572,"Freedom, Jay Kirkpatrick",it was amazing,13
1728,"Freedom, Jay Kirkpatrick",liked it,4
1728,"Freedom, Jay Kirkpatrick",liked it,4
2023,"Freedom, Jay Kirkpatrick",really liked it,28
2023,"Freedom, Jay Kirkpatrick",really liked it,28
1111,"Dry, Neal Shusterman",it was amazing,19
1150,"Dry, Neal Shusterman",liked it,14
1154,"Dry, Neal Shusterman",liked it,2
1206,"Dry, Neal Shusterman",really liked it,2
1257,"Dry, Neal Shusterman",liked it,48
1375,"Dry, Neal Shusterman",really liked it,2
1379,"Dry, Neal Shusterman",really liked it,4
1397,"Dry, Neal Shusterman",really liked it,3
1111,"The Phantom Tollbooth, Norton Juster",it was amazing,19
1189,"The Phantom Tollbooth, Norton Juster",really liked it,7
1829,"The Phantom Tollbooth, Norton Juster",it was amazing,43
1113,"Gulliver's Travels, Jonathan Swift",it was amazing,4
1333,"Gulliver's Travels, Jonathan Swift",really liked it,23
1393,"Gulliver's Travels, Jonathan Swift",it was amazing,11
1113,"Alice's Adventures in Wonderland, Lewis Carroll",it was amazing,4
1163,"Alice's Adventures in Wonderland, Lewis Carroll",really liked it,28
1393,"Alice's Adventures in Wonderland, Lewis Carroll",really liked it,11
1416,"Alice's Adventures in Wonderland, Lewis Carroll",liked it,66
1828,"Alice's Adventures in Wonderland, Lewis Carroll",liked it,7
1845,"Alice's Adventures in Wonderland, Lewis Carroll",really liked it,20
1117,"Battle Angel Alita - Last Order : Angel & the Vampire, Vol. 06, Yukito Kishiro",it was amazing,18
1117,"Battle Angel Alita, Volume 04: Angel of Victory, Yukito Kishiro",it was amazing,18
1398,"Battle Angel Alita, Volume 04: Angel of Victory, Yukito Kishiro",it was amazing,30
1117,"Battle Angel Alita - Last Order : Angel Reborn, Vol. 01, Yukito Kishiro",it was amazing,18
1117,"Battle Angel Alita, Volume 06: Angel Of Death, Yukito Kishiro",it was amazing,18
1398,"Battle Angel Alita, Volume 06: Angel Of Death, Yukito Kishiro",it was amazing,30
1117,"Battle Angel Alita, Volume 02: Tears of an Angel, Yukito Kishiro",it was amazing,18
1398,"Battle Angel Alita, Volume 02: Tears of an Angel, Yukito Kishiro",it was amazing,30
1117,"Battle Angel Alita, Volume 09: Angel's Ascension, Yukito Kishiro",it was amazing,18
1398,"Battle Angel Alita, Volume 09: Angel's Ascension, Yukito Kishiro",it was amazing,30
1117,"Battle Angel Alita - Last Order : Guilty Angel, Vol. 07, Yukito Kishiro",it was amazing,18
1117,"Battle Angel Alita, Volume 07: Angel Of Chaos, Yukito Kishiro",it was amazing,18
1398,"Battle Angel Alita, Volume 07: Angel Of Chaos, Yukito Kishiro",it was amazing,30
1117,"Battle Angel Alita - Last Order : Angel's Vision, Vol. 08, Yukito Kishiro",it was amazing,18
1117,"Battle Angel Alita, Volume 03: Killing Angel, Yukito Kishiro",it was amazing,18
1398,"Battle Angel Alita, Volume 03: Killing Angel, Yukito Kishiro",it was amazing,30
1117,"Hard Boiled, Frank Miller",really liked it,18
1117,"Ronin, Frank Miller",really liked it,18
1120,"Vox, Christina Dalcher",liked it,11
1141,"Vox, Christina Dalcher",liked it,5
1120,"Paradise, Craig Alanson",really liked it,11
1120,"Hard-Boiled Wonderland and the End of the World, Haruki Murakami",liked it,11
1510,"Hard-Boiled Wonderland and the End of the World, Haruki Murakami",it was amazing,18
1717,"Hard-Boiled Wonderland and the End of the World, Haruki Murakami",it was amazing,8
1121,"Watership Down, Richard  Adams",it was amazing,2
1122,"Bird Box, Josh Malerman",really liked it,48
1122,"Transmetropolitan, Vol. 1: Back on the Street, Warren Ellis",really liked it,48
1122,"American Gods, Neil Gaiman",really liked it,48
1327,"American Gods, Neil Gaiman",it was amazing,51
1728,"American Gods, Neil Gaiman",liked it,4
1122,"Sweet Tooth, Volume 6: Wild Game, Jeff Lemire",it was amazing,48
1122,"Sweet Tooth, Volume 5: Unnatural Habitats, Jeff Lemire",really liked it,48
1122,"Sweet Tooth, Volume 4: Endangered Species, Jeff Lemire",really liked it,48
1122,"Sweet Tooth, Volume 3: Animal Armies, Jeff Lemire",really liked it,48
1122,"Sweet Tooth, Volume 2: In Captivity, Jeff Lemire",really liked it,48
1122,"Sweet Tooth, Volume 1: Out of the Deep Woods, Jeff Lemire",really liked it,48
1122,"The Long Walk, Richard Bachman",really liked it,48
1597,"The Long Walk, Richard Bachman",really liked it,20
1829,"The Long Walk, Richard Bachman",really liked it,43
1122,"Attack on Titan, Vol. 1, Hajime Isayama",liked it,48
1122,"Akira, Vol. 6, Katsuhiro Otomo",it was amazing,48
1122,"Akira, Vol. 5, Katsuhiro Otomo",it was amazing,48
1122,"Akira, Vol. 4, Katsuhiro Otomo",it was amazing,48
1122,"Akira, Vol. 3, Katsuhiro Otomo",it was amazing,48
1122,"Akira, Vol. 2, Katsuhiro Otomo",it was amazing,48
1122,"Akira, Vol. 1, Katsuhiro Otomo",it was amazing,48
1122,"Phoenix, Elizabeth  Richards",really liked it,48
1370,"Phoenix, Elizabeth  Richards",liked it,39
1122,"The Time Machine, H.G. Wells",it was amazing,48
1163,"The Time Machine, H.G. Wells",really liked it,28
1802,"The Time Machine, H.G. Wells",liked it,13
1862,"The Time Machine, H.G. Wells",it was amazing,11
2023,"The Time Machine, H.G. Wells",liked it,28
1122,"False Memory, Dan Krokos",really liked it,48
1806,"False Memory, Dan Krokos",it was amazing,10
1122,"V for Vendetta, Alan Moore",it was amazing,48
1167,"V for Vendetta, Alan Moore",really liked it,3
1257,"V for Vendetta, Alan Moore",liked it,48
1327,"V for Vendetta, Alan Moore",it was amazing,51
1416,"V for Vendetta, Alan Moore",liked it,66
1466,"V for Vendetta, Alan Moore",really liked it,22
1861,"V for Vendetta, Alan Moore",it was amazing,24
1880,"V for Vendetta, Alan Moore",liked it,17
1910,"V for Vendetta, Alan Moore",really liked it,22
2007,"V for Vendetta, Alan Moore",it was amazing,3
2023,"V for Vendetta, Alan Moore",really liked it,28
1122,"Inferno, Roger MacBride Allen",really liked it,48
1122,"Inferno, Roger MacBride Allen",really liked it,48
1163,"Inferno, Roger MacBride Allen",liked it,28
1163,"Inferno, Roger MacBride Allen",liked it,28
1122,"Dinotopia: A Land Apart from Time, James Gurney",it was amazing,48
1122,"The Silmarillion, J.R.R. Tolkien",liked it,48
1244,"The Silmarillion, J.R.R. Tolkien",really liked it,7
1455,"The Silmarillion, J.R.R. Tolkien",liked it,33
1122,"Rising Sun, Robert Conroy",really liked it,48
1122,"Prey, Michael Crichton",liked it,48
1122,"Prey, Michael Crichton",liked it,48
1122,"Prey, Michael Crichton",liked it,48
1247,"Timeline, Michael Crichton",liked it,10
1611,"Timeline, Michael Crichton",really liked it,7
1806,"Timeline, Michael Crichton",really liked it,10
1125,"What the Wind Knows, Amy Harmon",it was amazing,29
1125,"A Desperate Fortune, Susanna Kearsley",really liked it,29
1218,"Fury, Laurann Dohner",liked it,39
1597,"Fury, Laurann Dohner",really liked it,20
1125,"The Twelve, Justin Cronin",really liked it,29
1125,"Possession, Elana Johnson",liked it,29
1138,"Possession, Elana Johnson",liked it,2
1416,"Possession, Elana Johnson",really liked it,66
1591,"Possession, Elana Johnson",it was amazing,4
1862,"Possession, Elana Johnson",it was amazing,11
1910,"Possession, Elana Johnson",it was amazing,22
1125,"The Sanctuary, chase_acow",really liked it,29
1125,"London, Frank Tayell",liked it,29
1416,"London, Frank Tayell",liked it,66
1125,"City of Shadows, Alex Scarrow",really liked it,29
1125,"Blindness, José Saramago",it was amazing,29
1150,"Blindness, José Saramago",liked it,14
1162,"Blindness, José Saramago",really liked it,13
1181,"Blindness, José Saramago",it was amazing,22
1209,"Blindness, José Saramago",really liked it,19
1292,"Blindness, José Saramago",liked it,16
1318,"Blindness, José Saramago",really liked it,4
1349,"Blindness, José Saramago",really liked it,10
1370,"Blindness, José Saramago",liked it,39
1393,"Blindness, José Saramago",it was amazing,11
1416,"Blindness, José Saramago",really liked it,66
1472,"Blindness, José Saramago",it was amazing,2
1572,"Blindness, José Saramago",it was amazing,13
1610,"Blindness, José Saramago",liked it,8
1727,"Blindness, José Saramago",really liked it,3
1731,"Blindness, José Saramago",really liked it,5
1845,"Blindness, José Saramago",really liked it,20
1861,"Blindness, José Saramago",really liked it,24
2004,"Blindness, José Saramago",it was amazing,7
2017,"Blindness, José Saramago",liked it,6
2022,"Blindness, José Saramago",it was amazing,6
2023,"Blindness, José Saramago",really liked it,28
