ID,Book,Rating,num_rating
4534,"The Hobbit, or There and Back Again, J.R.R. Tolkien",really liked it,38
4544,"The Hobbit, or There and Back Again, J.R.R. Tolkien",liked it,15
4746,"The Hobbit, or There and Back Again, J.R.R. Tolkien",really liked it,50
4753,"The Hobbit, or There and Back Again, J.R.R. Tolkien",it was amazing,21
4763,"The Hobbit, or There and Back Again, J.R.R. Tolkien",it was amazing,33
4806,"The Hobbit, or There and Back Again, J.R.R. Tolkien",it was amazing,87
4903,"The Hobbit, or There and Back Again, J.R.R. Tolkien",liked it,9
4924,"The Hobbit, or There and Back Again, J.R.R. Tolkien",liked it,8
4934,"The Hobbit, or There and Back Again, J.R.R. Tolkien",it was amazing,20
4990,"The Hobbit, or There and Back Again, J.R.R. Tolkien",it was amazing,16
5018,"The Hobbit, or There and Back Again, J.R.R. Tolkien",it was amazing,15
5063,"The Hobbit, or There and Back Again, J.R.R. Tolkien",really liked it,38
5111,"The Hobbit, or There and Back Again, J.R.R. Tolkien",really liked it,15
5161,"The Hobbit, or There and Back Again, J.R.R. Tolkien",really liked it,9
5176,"The Hobbit, or There and Back Again, J.R.R. Tolkien",it was amazing,25
5182,"The Hobbit, or There and Back Again, J.R.R. Tolkien",really liked it,7
5192,"The Hobbit, or There and Back Again, J.R.R. Tolkien",it was amazing,84
5206,"The Hobbit, or There and Back Again, J.R.R. Tolkien",really liked it,12
5221,"The Hobbit, or There and Back Again, J.R.R. Tolkien",really liked it,6
5225,"The Hobbit, or There and Back Again, J.R.R. Tolkien",it was amazing,22
5246,"The Hobbit, or There and Back Again, J.R.R. Tolkien",liked it,9
5394,"The Hobbit, or There and Back Again, J.R.R. Tolkien",really liked it,8
5400,"The Hobbit, or There and Back Again, J.R.R. Tolkien",it was amazing,20
4357,"Digital Fortress, Dan Brown",liked it,18
4481,"Digital Fortress, Dan Brown",liked it,3
4700,"Digital Fortress, Dan Brown",liked it,3
4812,"Digital Fortress, Dan Brown",liked it,2
4343,"Dracula, Bram Stoker",it was amazing,11
4697,"Dracula, Bram Stoker",liked it,23
4801,"Dracula, Bram Stoker",really liked it,3
4825,"Dracula, Bram Stoker",liked it,63
4829,"Dracula, Bram Stoker",really liked it,48
5133,"Dracula, Bram Stoker",really liked it,5
5151,"Dracula, Bram Stoker",really liked it,17
5152,"Dracula, Bram Stoker",liked it,24
5394,"Dracula, Bram Stoker",really liked it,8
4367,"Stardust, Neil Gaiman",liked it,25
4529,"Stardust, Neil Gaiman",really liked it,41
4544,"Stardust, Neil Gaiman",liked it,15
4589,"Stardust, Neil Gaiman",it was amazing,23
4667,"Stardust, Neil Gaiman",really liked it,50
4746,"Stardust, Neil Gaiman",really liked it,50
4763,"Stardust, Neil Gaiman",it was amazing,33
4836,"Stardust, Neil Gaiman",liked it,7
4934,"Stardust, Neil Gaiman",really liked it,20
5152,"Stardust, Neil Gaiman",liked it,24
5163,"Stardust, Neil Gaiman",it was amazing,20
5383,"Stardust, Neil Gaiman",really liked it,105
4308,"The Handmaid's Tale, Margaret Atwood",really liked it,26
4346,"The Handmaid's Tale, Margaret Atwood",really liked it,9
4357,"The Handmaid's Tale, Margaret Atwood",liked it,18
4390,"The Handmaid's Tale, Margaret Atwood",it was amazing,14
4489,"The Handmaid's Tale, Margaret Atwood",it was amazing,35
4493,"The Handmaid's Tale, Margaret Atwood",really liked it,14
4582,"The Handmaid's Tale, Margaret Atwood",really liked it,5
4665,"The Handmaid's Tale, Margaret Atwood",really liked it,3
4711,"The Handmaid's Tale, Margaret Atwood",really liked it,54
4746,"The Handmaid's Tale, Margaret Atwood",really liked it,50
4773,"The Handmaid's Tale, Margaret Atwood",really liked it,2
4796,"The Handmaid's Tale, Margaret Atwood",it was amazing,11
4797,"The Handmaid's Tale, Margaret Atwood",really liked it,5
4806,"The Handmaid's Tale, Margaret Atwood",really liked it,87
4868,"The Handmaid's Tale, Margaret Atwood",it was amazing,19
4934,"The Handmaid's Tale, Margaret Atwood",it was amazing,20
4990,"The Handmaid's Tale, Margaret Atwood",really liked it,16
5225,"The Handmaid's Tale, Margaret Atwood",really liked it,22
5382,"The Handmaid's Tale, Margaret Atwood",really liked it,19
5383,"The Handmaid's Tale, Margaret Atwood",it was amazing,105
4534,"A Tale of Time City, Diana Wynne Jones",liked it,38
4326,"The Strange Case of Dr. Jekyll and Mr. Hyde, Robert Louis Stevenson",really liked it,4
4373,"The Strange Case of Dr. Jekyll and Mr. Hyde, Robert Louis Stevenson",really liked it,47
4693,"The Strange Case of Dr. Jekyll and Mr. Hyde, Robert Louis Stevenson",really liked it,59
4794,"The Strange Case of Dr. Jekyll and Mr. Hyde, Robert Louis Stevenson",really liked it,4
4825,"The Strange Case of Dr. Jekyll and Mr. Hyde, Robert Louis Stevenson",really liked it,63
5063,"The Strange Case of Dr. Jekyll and Mr. Hyde, Robert Louis Stevenson",it was amazing,38
5198,"The Strange Case of Dr. Jekyll and Mr. Hyde, Robert Louis Stevenson",really liked it,19
5250,"The Strange Case of Dr. Jekyll and Mr. Hyde, Robert Louis Stevenson",it was amazing,39
4474,"The Da Vinci Code, Dan Brown",liked it,8
4676,"The Da Vinci Code, Dan Brown",liked it,5
4677,"The Da Vinci Code, Dan Brown",liked it,7
4700,"The Da Vinci Code, Dan Brown",liked it,3
4812,"The Da Vinci Code, Dan Brown",really liked it,2
4816,"The Da Vinci Code, Dan Brown",liked it,2
4941,"The Da Vinci Code, Dan Brown",really liked it,3
4942,"The Da Vinci Code, Dan Brown",really liked it,7
5233,"The Da Vinci Code, Dan Brown",really liked it,3
4312,"All the Birds in the Sky, Charlie Jane Anders",it was amazing,36
4763,"All the Birds in the Sky, Charlie Jane Anders",liked it,33
5221,"All the Birds in the Sky, Charlie Jane Anders",really liked it,6
5383,"All the Birds in the Sky, Charlie Jane Anders",liked it,105
4746,"Dune, Frank Herbert",really liked it,50
5128,"Dune, Frank Herbert",it was amazing,15
5192,"Dune, Frank Herbert",it was amazing,84
5246,"Dune, Frank Herbert",it was amazing,9
5398,"Harry Potter and the Order of the Phoenix, J.K. Rowling",it was amazing,70
5198,"The Lifecycle of Software Objects, Ted Chiang",it was amazing,19
4829,"The Shining Girls, Lauren Beukes",liked it,48
4990,"The Shining Girls, Lauren Beukes",liked it,16
4529,"Artemis, Andy Weir",liked it,41
4806,"Artemis, Andy Weir",really liked it,87
4852,"Artemis, Andy Weir",liked it,24
4909,"Artemis, Andy Weir",really liked it,24
5176,"Artemis, Andy Weir",really liked it,25
5192,"Artemis, Andy Weir",it was amazing,84
4342,"The Man in the High Castle, Philip K. Dick",really liked it,27
4454,"The Man in the High Castle, Philip K. Dick",liked it,6
4825,"The Man in the High Castle, Philip K. Dick",really liked it,63
4897,"The Man in the High Castle, Philip K. Dick",really liked it,12
5114,"The Man in the High Castle, Philip K. Dick",really liked it,46
5192,"The Man in the High Castle, Philip K. Dick",really liked it,84
5383,"The Man in the High Castle, Philip K. Dick",it was amazing,105
5161,"Armada, Ernest Cline",it was amazing,9
5392,"Armada, Ernest Cline",really liked it,11
4312,"Seveneves, Neal Stephenson",it was amazing,36
4711,"Seveneves, Neal Stephenson",really liked it,54
4829,"Seveneves, Neal Stephenson",really liked it,48
5383,"Seveneves, Neal Stephenson",really liked it,105
4308,"The Martian, Andy Weir",it was amazing,26
4342,"The Martian, Andy Weir",really liked it,27
4351,"The Martian, Andy Weir",it was amazing,42
4367,"The Martian, Andy Weir",it was amazing,25
4466,"The Martian, Andy Weir",liked it,16
4489,"The Martian, Andy Weir",it was amazing,35
4529,"The Martian, Andy Weir",it was amazing,41
4567,"The Martian, Andy Weir",it was amazing,2
4711,"The Martian, Andy Weir",it was amazing,54
4806,"The Martian, Andy Weir",really liked it,87
4829,"The Martian, Andy Weir",liked it,48
4852,"The Martian, Andy Weir",it was amazing,24
4866,"The Martian, Andy Weir",really liked it,18
4909,"The Martian, Andy Weir",it was amazing,24
5018,"The Martian, Andy Weir",really liked it,15
5114,"The Martian, Andy Weir",really liked it,46
5152,"The Martian, Andy Weir",really liked it,24
5176,"The Martian, Andy Weir",really liked it,25
5192,"The Martian, Andy Weir",it was amazing,84
5198,"The Martian, Andy Weir",really liked it,19
5244,"The Martian, Andy Weir",really liked it,8
5383,"The Martian, Andy Weir",it was amazing,105
5392,"The Martian, Andy Weir",it was amazing,11
5398,"The Martian, Andy Weir",liked it,70
4711,"Alif the Unseen, G. Willow Wilson",liked it,54
4806,"Alif the Unseen, G. Willow Wilson",really liked it,87
4289,"The Yiddish Policemen's Union, Michael Chabon",really liked it,4
4290,"The Yiddish Policemen's Union, Michael Chabon",it was amazing,9
4312,"The Yiddish Policemen's Union, Michael Chabon",it was amazing,36
4806,"The Yiddish Policemen's Union, Michael Chabon",really liked it,87
4995,"The Yiddish Policemen's Union, Michael Chabon",liked it,12
5231,"The Yiddish Policemen's Union, Michael Chabon",it was amazing,36
5400,"The Yiddish Policemen's Union, Michael Chabon",liked it,20
4852,"The Stars My Destination, Alfred Bester",it was amazing,24
4308,"Under the Dome, Stephen King",liked it,26
4312,"Reamde, Neal Stephenson",it was amazing,36
4367,"Reamde, Neal Stephenson",it was amazing,25
4373,"Reamde, Neal Stephenson",it was amazing,47
4666,"Reamde, Neal Stephenson",liked it,29
4667,"Reamde, Neal Stephenson",really liked it,50
5114,"Reamde, Neal Stephenson",liked it,46
4308,"11/22/63, Stephen King",it was amazing,26
4351,"11/22/63, Stephen King",really liked it,42
4357,"11/22/63, Stephen King",it was amazing,18
4367,"11/22/63, Stephen King",it was amazing,25
4489,"11/22/63, Stephen King",liked it,35
4567,"11/22/63, Stephen King",it was amazing,2
5398,"11/22/63, Stephen King",liked it,70
4502,"The Forever War, Joe Haldeman",it was amazing,5
4667,"Interface, Neal Stephenson",really liked it,50
4304,"Fahrenheit 451, Ray Bradbury",really liked it,5
4308,"Fahrenheit 451, Ray Bradbury",liked it,26
4343,"Fahrenheit 451, Ray Bradbury",it was amazing,11
4367,"Fahrenheit 451, Ray Bradbury",it was amazing,25
4373,"Fahrenheit 451, Ray Bradbury",really liked it,47
4393,"Fahrenheit 451, Ray Bradbury",it was amazing,7
4411,"Fahrenheit 451, Ray Bradbury",it was amazing,7
4468,"Fahrenheit 451, Ray Bradbury",liked it,10
4489,"Fahrenheit 451, Ray Bradbury",it was amazing,35
4496,"Fahrenheit 451, Ray Bradbury",it was amazing,4
4510,"Fahrenheit 451, Ray Bradbury",really liked it,8
4529,"Fahrenheit 451, Ray Bradbury",liked it,41
4686,"Fahrenheit 451, Ray Bradbury",it was amazing,9
4693,"Fahrenheit 451, Ray Bradbury",liked it,59
4696,"Fahrenheit 451, Ray Bradbury",really liked it,11
4711,"Fahrenheit 451, Ray Bradbury",really liked it,54
4753,"Fahrenheit 451, Ray Bradbury",it was amazing,21
4761,"Fahrenheit 451, Ray Bradbury",it was amazing,13
4806,"Fahrenheit 451, Ray Bradbury",really liked it,87
4825,"Fahrenheit 451, Ray Bradbury",liked it,63
4852,"Fahrenheit 451, Ray Bradbury",really liked it,24
4868,"Fahrenheit 451, Ray Bradbury",really liked it,19
5018,"Fahrenheit 451, Ray Bradbury",liked it,15
5062,"Fahrenheit 451, Ray Bradbury",really liked it,8
5114,"Fahrenheit 451, Ray Bradbury",really liked it,46
5151,"Fahrenheit 451, Ray Bradbury",liked it,17
5159,"Fahrenheit 451, Ray Bradbury",it was amazing,5
5176,"Fahrenheit 451, Ray Bradbury",really liked it,25
5192,"Fahrenheit 451, Ray Bradbury",really liked it,84
5231,"Fahrenheit 451, Ray Bradbury",it was amazing,36
5250,"Fahrenheit 451, Ray Bradbury",it was amazing,39
5382,"Fahrenheit 451, Ray Bradbury",it was amazing,19
5383,"Fahrenheit 451, Ray Bradbury",it was amazing,105
5394,"Fahrenheit 451, Ray Bradbury",it was amazing,8
5400,"Fahrenheit 451, Ray Bradbury",really liked it,20
4332,"The Time Traveler's Wife, Audrey Niffenegger",liked it,5
4390,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,14
4411,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,7
4465,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,13
4468,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,10
4529,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,41
4589,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,23
4655,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,2
4658,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,3
4677,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,7
4684,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,4
4693,"The Time Traveler's Wife, Audrey Niffenegger",liked it,59
4694,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,2
4711,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,54
4724,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,5
4782,"The Time Traveler's Wife, Audrey Niffenegger",liked it,14
4791,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,11
4806,"The Time Traveler's Wife, Audrey Niffenegger",liked it,87
4868,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,19
4892,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,13
4903,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,9
4924,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,8
4934,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,20
4952,"The Time Traveler's Wife, Audrey Niffenegger",liked it,3
4956,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,4
4966,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,9
4990,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,16
5033,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,2
5062,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,8
5082,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,5
5133,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,5
5147,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,10
5151,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,17
5152,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,24
5163,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,20
5187,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,7
5189,"The Time Traveler's Wife, Audrey Niffenegger",really liked it,2
5192,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,84
5210,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,4
5221,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,6
5233,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,3
5244,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,8
5383,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,105
5398,"The Time Traveler's Wife, Audrey Niffenegger",liked it,70
5400,"The Time Traveler's Wife, Audrey Niffenegger",it was amazing,20
4290,"Lord of the Flies, William Golding",really liked it,9
4321,"Lord of the Flies, William Golding",it was amazing,21
4334,"Lord of the Flies, William Golding",really liked it,15
4364,"Lord of the Flies, William Golding",it was amazing,6
4366,"Lord of the Flies, William Golding",really liked it,14
4373,"Lord of the Flies, William Golding",liked it,47
4381,"Lord of the Flies, William Golding",liked it,9
4409,"Lord of the Flies, William Golding",it was amazing,3
4426,"Lord of the Flies, William Golding",really liked it,6
4465,"Lord of the Flies, William Golding",liked it,13
4468,"Lord of the Flies, William Golding",liked it,10
4489,"Lord of the Flies, William Golding",really liked it,35
4493,"Lord of the Flies, William Golding",liked it,14
4496,"Lord of the Flies, William Golding",it was amazing,4
4529,"Lord of the Flies, William Golding",liked it,41
4674,"Lord of the Flies, William Golding",really liked it,3
4677,"Lord of the Flies, William Golding",liked it,7
4684,"Lord of the Flies, William Golding",liked it,4
4686,"Lord of the Flies, William Golding",really liked it,9
4691,"Lord of the Flies, William Golding",really liked it,3
4693,"Lord of the Flies, William Golding",liked it,59
4696,"Lord of the Flies, William Golding",really liked it,11
4711,"Lord of the Flies, William Golding",really liked it,54
4739,"Lord of the Flies, William Golding",liked it,5
4746,"Lord of the Flies, William Golding",really liked it,50
4753,"Lord of the Flies, William Golding",it was amazing,21
4763,"Lord of the Flies, William Golding",really liked it,33
4791,"Lord of the Flies, William Golding",really liked it,11
4796,"Lord of the Flies, William Golding",really liked it,11
4797,"Lord of the Flies, William Golding",really liked it,5
4803,"Lord of the Flies, William Golding",liked it,7
4804,"Lord of the Flies, William Golding",really liked it,19
4805,"Lord of the Flies, William Golding",really liked it,11
4806,"Lord of the Flies, William Golding",liked it,87
4825,"Lord of the Flies, William Golding",liked it,63
4836,"Lord of the Flies, William Golding",really liked it,7
4852,"Lord of the Flies, William Golding",liked it,24
4859,"Lord of the Flies, William Golding",really liked it,12
4868,"Lord of the Flies, William Golding",really liked it,19
4873,"Lord of the Flies, William Golding",liked it,5
4896,"Lord of the Flies, William Golding",really liked it,3
4906,"Lord of the Flies, William Golding",it was amazing,7
4952,"Lord of the Flies, William Golding",really liked it,3
4995,"Lord of the Flies, William Golding",really liked it,12
5014,"Lord of the Flies, William Golding",it was amazing,6
5031,"Lord of the Flies, William Golding",really liked it,2
5032,"Lord of the Flies, William Golding",really liked it,2
5034,"Lord of the Flies, William Golding",liked it,7
5040,"Lord of the Flies, William Golding",it was amazing,10
5062,"Lord of the Flies, William Golding",really liked it,8
5063,"Lord of the Flies, William Golding",it was amazing,38
5079,"Lord of the Flies, William Golding",really liked it,3
5098,"Lord of the Flies, William Golding",it was amazing,3
5114,"Lord of the Flies, William Golding",really liked it,46
5147,"Lord of the Flies, William Golding",it was amazing,10
5152,"Lord of the Flies, William Golding",it was amazing,24
5176,"Lord of the Flies, William Golding",really liked it,25
5182,"Lord of the Flies, William Golding",liked it,7
5192,"Lord of the Flies, William Golding",it was amazing,84
5210,"Lord of the Flies, William Golding",liked it,4
5223,"Lord of the Flies, William Golding",it was amazing,21
5247,"Lord of the Flies, William Golding",really liked it,9
5250,"Lord of the Flies, William Golding",really liked it,39
5275,"Lord of the Flies, William Golding",it was amazing,6
5383,"Lord of the Flies, William Golding",it was amazing,105
5392,"Lord of the Flies, William Golding",it was amazing,11
5394,"Lord of the Flies, William Golding",really liked it,8
5398,"Lord of the Flies, William Golding",liked it,70
5152,"The Invention of Hugo Cabret, Brian Selznick",really liked it,24
4357,"Coraline, Neil Gaiman",really liked it,18
4529,"Coraline, Neil Gaiman",really liked it,41
4534,"Coraline, Neil Gaiman",liked it,38
4589,"Coraline, Neil Gaiman",really liked it,23
4697,"Coraline, Neil Gaiman",liked it,23
4763,"Coraline, Neil Gaiman",really liked it,33
4782,"Coraline, Neil Gaiman",really liked it,14
4829,"Coraline, Neil Gaiman",really liked it,48
4836,"Coraline, Neil Gaiman",really liked it,7
4934,"Coraline, Neil Gaiman",liked it,20
5063,"Coraline, Neil Gaiman",it was amazing,38
5133,"Coraline, Neil Gaiman",really liked it,5
5192,"Coraline, Neil Gaiman",it was amazing,84
5383,"Coraline, Neil Gaiman",it was amazing,105
4366,"Anthem, Ayn Rand",really liked it,14
4413,"Anthem, Ayn Rand",it was amazing,8
4465,"Anthem, Ayn Rand",really liked it,13
4496,"Anthem, Ayn Rand",it was amazing,4
4529,"Anthem, Ayn Rand",really liked it,41
4589,"Anthem, Ayn Rand",liked it,23
4696,"Anthem, Ayn Rand",really liked it,11
4711,"Anthem, Ayn Rand",liked it,54
4806,"Anthem, Ayn Rand",really liked it,87
4868,"Anthem, Ayn Rand",really liked it,19
5243,"Anthem, Ayn Rand",liked it,19
5250,"Anthem, Ayn Rand",liked it,39
4534,"Beauty: A Retelling of the Story of Beauty and the Beast, Robin McKinley",it was amazing,38
4806,"Beauty: A Retelling of the Story of Beauty and the Beast, Robin McKinley",it was amazing,87
4346,"Atlas Shrugged, Ayn Rand",it was amazing,9
4350,"Atlas Shrugged, Ayn Rand",it was amazing,2
4413,"Atlas Shrugged, Ayn Rand",really liked it,8
4465,"Atlas Shrugged, Ayn Rand",liked it,13
4676,"Atlas Shrugged, Ayn Rand",it was amazing,5
4711,"Atlas Shrugged, Ayn Rand",liked it,54
4782,"Atlas Shrugged, Ayn Rand",really liked it,14
4806,"Atlas Shrugged, Ayn Rand",really liked it,87
4818,"Atlas Shrugged, Ayn Rand",it was amazing,5
4852,"Atlas Shrugged, Ayn Rand",liked it,24
4868,"Atlas Shrugged, Ayn Rand",it was amazing,19
5151,"Atlas Shrugged, Ayn Rand",really liked it,17
5243,"Atlas Shrugged, Ayn Rand",liked it,19
5244,"Atlas Shrugged, Ayn Rand",it was amazing,8
5382,"Atlas Shrugged, Ayn Rand",liked it,19
4825,"Into the Forest, Jean Hegland",it was amazing,63
4321,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",liked it,21
4667,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,50
4686,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,9
4804,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,19
4806,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,87
4852,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,24
4858,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,5
4859,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",liked it,12
4892,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,13
4952,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",liked it,3
5102,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,42
5122,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,15
5192,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,84
5221,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,6
5231,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,36
5398,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",liked it,70
4529,"Jennifer Government, Max Barry",really liked it,41
4343,"Flowers for Algernon, Daniel Keyes",liked it,11
4366,"Flowers for Algernon, Daniel Keyes",really liked it,14
4373,"Flowers for Algernon, Daniel Keyes",really liked it,47
4534,"Flowers for Algernon, Daniel Keyes",liked it,38
4697,"Flowers for Algernon, Daniel Keyes",liked it,23
4711,"Flowers for Algernon, Daniel Keyes",really liked it,54
4804,"Flowers for Algernon, Daniel Keyes",really liked it,19
4833,"Flowers for Algernon, Daniel Keyes",it was amazing,7
5040,"Flowers for Algernon, Daniel Keyes",liked it,10
5063,"Flowers for Algernon, Daniel Keyes",really liked it,38
5111,"Flowers for Algernon, Daniel Keyes",really liked it,15
5114,"Flowers for Algernon, Daniel Keyes",really liked it,46
5192,"Flowers for Algernon, Daniel Keyes",really liked it,84
5250,"Flowers for Algernon, Daniel Keyes",it was amazing,39
5275,"Flowers for Algernon, Daniel Keyes",really liked it,6
5382,"Flowers for Algernon, Daniel Keyes",liked it,19
4806,"Things Fall Apart, Harry Turtledove",liked it,87
4367,"Embassytown, China Miéville",really liked it,25
4829,"Embassytown, China Miéville",it was amazing,48
4711,"Wanderers, Chuck Wendig",it was amazing,54
4308,"The Outsider, Melinda Metz",liked it,26
4589,"The Outsider, Melinda Metz",really liked it,23
4697,"The Outsider, Melinda Metz",liked it,23
4829,"The Outsider, Melinda Metz",liked it,48
5111,"The Outsider, Melinda Metz",really liked it,15
5198,"The Outsider, Melinda Metz",really liked it,19
5383,"The Outsider, Melinda Metz",really liked it,105
5206,"The Library at Mount Char, Scott  Hawkins",really liked it,12
4909,"At the Mountains of Madness, H.P. Lovecraft",it was amazing,24
5383,"At the Mountains of Madness, H.P. Lovecraft",it was amazing,105
4321,"The Power, Naomi Alderman",really liked it,21
4466,"The Power, Naomi Alderman",really liked it,16
4489,"The Power, Naomi Alderman",it was amazing,35
4666,"The Power, Naomi Alderman",liked it,29
4711,"The Power, Naomi Alderman",it was amazing,54
4763,"The Power, Naomi Alderman",it was amazing,33
4868,"The Power, Naomi Alderman",really liked it,19
4924,"The Power, Naomi Alderman",really liked it,8
5207,"The Power, Naomi Alderman",liked it,8
4466,"Exit West, Mohsin Hamid",really liked it,16
4489,"Exit West, Mohsin Hamid",liked it,35
4614,"Exit West, Mohsin Hamid",it was amazing,7
4666,"Exit West, Mohsin Hamid",really liked it,29
4693,"Exit West, Mohsin Hamid",liked it,59
4806,"Exit West, Mohsin Hamid",liked it,87
4829,"Exit West, Mohsin Hamid",liked it,48
5225,"Exit West, Mohsin Hamid",it was amazing,22
4666,"The Machine Stops, E.M. Forster",really liked it,29
4693,"Future Home of the Living God, Louise Erdrich",liked it,59
5231,"American War, Omar El Akkad",it was amazing,36
5154,"It Can't Happen Here, Sinclair Lewis",it was amazing,2
4373,"From Hell, Alan Moore",really liked it,47
4825,"From Hell, Alan Moore",liked it,63
5102,"From Hell, Alan Moore",it was amazing,42
4829,"The Heart Goes Last, Margaret Atwood",liked it,48
4338,"Foucault's Pendulum, Umberto Eco",it was amazing,2
4693,"Foucault's Pendulum, Umberto Eco",liked it,59
4957,"Foucault's Pendulum, Umberto Eco",really liked it,5
5166,"Foucault's Pendulum, Umberto Eco",really liked it,3
4304,"The Martian Chronicles, Ray Bradbury",really liked it,5
4373,"The Martian Chronicles, Ray Bradbury",it was amazing,47
4753,"The Martian Chronicles, Ray Bradbury",really liked it,21
4761,"The Martian Chronicles, Ray Bradbury",it was amazing,13
4825,"The Martian Chronicles, Ray Bradbury",it was amazing,63
4909,"The Martian Chronicles, Ray Bradbury",it was amazing,24
5192,"The Martian Chronicles, Ray Bradbury",it was amazing,84
5231,"The Martian Chronicles, Ray Bradbury",it was amazing,36
5246,"The Martian Chronicles, Ray Bradbury",really liked it,9
4825,"Childhood's End, Arthur C. Clarke",liked it,63
5114,"Childhood's End, Arthur C. Clarke",really liked it,46
5383,"Childhood's End, Arthur C. Clarke",really liked it,105
4529,"Darkness at Noon, Arthur Koestler",really liked it,41
4693,"Darkness at Noon, Arthur Koestler",really liked it,59
4366,"Cat's Cradle, Kurt Vonnegut Jr.",it was amazing,14
4459,"Cat's Cradle, Kurt Vonnegut Jr.",it was amazing,2
4470,"Cat's Cradle, Kurt Vonnegut Jr.",it was amazing,3
4489,"Cat's Cradle, Kurt Vonnegut Jr.",liked it,35
4640,"Cat's Cradle, Kurt Vonnegut Jr.",really liked it,4
4753,"Cat's Cradle, Kurt Vonnegut Jr.",really liked it,21
4914,"Cat's Cradle, Kurt Vonnegut Jr.",really liked it,5
5063,"Cat's Cradle, Kurt Vonnegut Jr.",it was amazing,38
5122,"Cat's Cradle, Kurt Vonnegut Jr.",it was amazing,15
5128,"Cat's Cradle, Kurt Vonnegut Jr.",liked it,15
5192,"Cat's Cradle, Kurt Vonnegut Jr.",it was amazing,84
5231,"Cat's Cradle, Kurt Vonnegut Jr.",it was amazing,36
5243,"Cat's Cradle, Kurt Vonnegut Jr.",it was amazing,19
5400,"Cat's Cradle, Kurt Vonnegut Jr.",it was amazing,20
4342,"The Trial, Franz Kafka",it was amazing,27
4357,"The Trial, Franz Kafka",it was amazing,18
4373,"The Trial, Franz Kafka",it was amazing,47
4448,"The Trial, Franz Kafka",really liked it,10
4693,"The Trial, Franz Kafka",really liked it,59
4825,"The Trial, Franz Kafka",liked it,63
4939,"The Trial, Franz Kafka",liked it,5
5063,"The Trial, Franz Kafka",it was amazing,38
5143,"The Trial, Franz Kafka",really liked it,4
5223,"The Trial, Franz Kafka",it was amazing,21
