ID,Book_Title,Rating,num_rating
2259,The Time Traveler's Wife,it was amazing,6
2429,The Time Traveler's Wife,liked it,6
2540,The Time Traveler's Wife,really liked it,11
2571,The Time Traveler's Wife,it was amazing,3
2581,The Time Traveler's Wife,really liked it,23
2592,The Time Traveler's Wife,really liked it,4
2597,The Time Traveler's Wife,it was amazing,60
2661,The Time Traveler's Wife,it was amazing,3
2819,The Time Traveler's Wife,did not like it,4
2823,The Time Traveler's Wife,did not like it,2
2828,The Time Traveler's Wife,liked it,124
2870,The Time Traveler's Wife,it was amazing,7
2880,The Time Traveler's Wife,really liked it,49
2885,The Time Traveler's Wife,it was amazing,2
2926,The Time Traveler's Wife,it was amazing,71
3020,The Time Traveler's Wife,did not like it,5
3024,The Time Traveler's Wife,really liked it,10
3049,The Time Traveler's Wife,liked it,2
3051,The Time Traveler's Wife,it was amazing,35
3107,The Time Traveler's Wife,it was amazing,15
3158,The Time Traveler's Wife,liked it,22
3161,The Time Traveler's Wife,really liked it,27
3166,The Time Traveler's Wife,it was amazing,68
3180,The Time Traveler's Wife,really liked it,36
2101,Lord of the Flies,really liked it,4
2186,Lord of the Flies,it was amazing,10
2259,Lord of the Flies,it was ok,6
2282,Lord of the Flies,it was amazing,54
2429,Lord of the Flies,it was ok,6
2445,Lord of the Flies,liked it,22
2452,Lord of the Flies,it was amazing,15
2529,Lord of the Flies,it was amazing,9
2613,Lord of the Flies,it was ok,32
2685,Lord of the Flies,liked it,3
2696,Lord of the Flies,liked it,7
2717,Lord of the Flies,it was amazing,6
2797,Lord of the Flies,it was amazing,6
2825,Lord of the Flies,it was ok,5
2840,Lord of the Flies,it was amazing,4
2880,Lord of the Flies,it was amazing,49
2926,Lord of the Flies,really liked it,71
2942,Lord of the Flies,it was amazing,2
3047,Lord of the Flies,really liked it,6
3054,Lord of the Flies,liked it,15
3101,Lord of the Flies,really liked it,21
3109,Lord of the Flies,liked it,12
3166,Lord of the Flies,really liked it,68
2452,The Invention of Hugo Cabret,really liked it,15
2904,The Invention of Hugo Cabret,liked it,30
2946,The Invention of Hugo Cabret,it was amazing,23
2195,Coraline,it was amazing,50
2388,Coraline,really liked it,30
2540,Coraline,really liked it,11
2828,Coraline,really liked it,124
2880,Anthem,liked it,49
2895,Anthem,it was ok,52
2989,Anthem,it was amazing,2
3088,Anthem,it was ok,34
3101,Anthem,liked it,21
3166,Anthem,it was amazing,68
3166,Crooked,liked it,68
2101,Atlas Shrugged,liked it,4
2616,Atlas Shrugged,it was amazing,7
2638,Atlas Shrugged,really liked it,9
2849,Atlas Shrugged,did not like it,11
2895,Atlas Shrugged,it was ok,52
2904,Atlas Shrugged,liked it,30
2939,Atlas Shrugged,it was amazing,2
2989,Atlas Shrugged,it was amazing,2
3101,Atlas Shrugged,did not like it,21
3109,Atlas Shrugged,it was amazing,12
3107,Into the Forest,it was ok,15
2383,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",it was amazing,22
2450,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",it was amazing,3
2828,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",liked it,124
2880,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",really liked it,49
2959,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",really liked it,6
3051,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",really liked it,35
3166,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",really liked it,68
3180,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",did not like it,36
2597,Find Me,it was ok,60
2828,Find Me,really liked it,124
2383,Jennifer Government,it was amazing,22
2926,Jennifer Government,it was amazing,71
2100,Flowers for Algernon,really liked it,28
2185,Flowers for Algernon,liked it,37
2388,Flowers for Algernon,really liked it,30
2419,Flowers for Algernon,really liked it,4
2494,Flowers for Algernon,it was amazing,28
2613,Flowers for Algernon,it was amazing,32
2630,Flowers for Algernon,it was amazing,32
2828,Flowers for Algernon,liked it,124
2880,Flowers for Algernon,really liked it,49
2895,Flowers for Algernon,liked it,52
2955,Flowers for Algernon,it was amazing,20
2870,Things Fall Apart,it was ok,7
3042,Things Fall Apart,it was amazing,11
2195,Embassytown,really liked it,50
2828,Embassytown,really liked it,124
2926,Embassytown,really liked it,71
2229,The Outsider,really liked it,6
2349,The Outsider,it was amazing,3
2828,The Outsider,liked it,124
2895,At the Mountains of Madness,really liked it,52
2195,The Power,really liked it,50
2597,The Power,liked it,60
2630,The Power,really liked it,32
2946,The Power,really liked it,23
3051,The Power,really liked it,35
3088,The Power,it was ok,34
2597,Exit West,liked it,60
3051,Exit West,really liked it,35
3088,Exit West,really liked it,34
2828,Future Home of the Living God,really liked it,124
2581,American War,liked it,23
3088,American War,liked it,34
2186,From Hell,really liked it,10
2904,From Hell,it was amazing,30
3100,From Hell,it was amazing,34
3100,From Hell,it was amazing,34
2383,The Heart Goes Last,liked it,22
3088,The Heart Goes Last,it was ok,34
2614,Foucault's Pendulum,liked it,2
3017,Foucault's Pendulum,it was ok,10
3161,Foucault's Pendulum,liked it,27
2589,The Martian Chronicles,it was amazing,11
2613,The Martian Chronicles,really liked it,32
2630,The Martian Chronicles,really liked it,32
2895,The Martian Chronicles,really liked it,52
2926,The Martian Chronicles,really liked it,71
2969,The Martian Chronicles,really liked it,5
2895,Childhood's End,really liked it,52
2926,Childhood's End,really liked it,71
2254,Cat's Cradle,really liked it,3
2282,Cat's Cradle,really liked it,54
2442,Cat's Cradle,liked it,12
2529,Cat's Cradle,it was amazing,9
2589,Cat's Cradle,it was amazing,11
2616,Cat's Cradle,really liked it,7
2747,Cat's Cradle,it was amazing,9
2849,Cat's Cradle,it was amazing,11
2860,Cat's Cradle,really liked it,4
2862,Cat's Cradle,really liked it,6
3073,Cat's Cradle,it was amazing,14
3088,Cat's Cradle,it was amazing,34
3112,Cat's Cradle,liked it,29
3166,Cat's Cradle,it was amazing,68
2172,The Trial,really liked it,3
2445,The Trial,it was amazing,22
2613,The Trial,really liked it,32
2829,The Trial,liked it,25
2904,The Trial,really liked it,30
2965,The Trial,really liked it,7
3088,The Trial,really liked it,34
2100,The Little Prince,liked it,28
2101,The Little Prince,it was amazing,4
2129,The Little Prince,it was amazing,12
2139,The Little Prince,it was amazing,8
2152,The Little Prince,it was amazing,3
2154,The Little Prince,it was amazing,8
2162,The Little Prince,it was amazing,2
2170,The Little Prince,it was amazing,8
2172,The Little Prince,it was amazing,3
2255,The Little Prince,really liked it,3
2259,The Little Prince,it was amazing,6
2388,The Little Prince,really liked it,30
2395,The Little Prince,it was amazing,7
2441,The Little Prince,it was amazing,5
2445,The Little Prince,it was amazing,22
2598,The Little Prince,it was amazing,3
2616,The Little Prince,it was amazing,7
2619,The Little Prince,liked it,6
2636,The Little Prince,it was amazing,4
2658,The Little Prince,it was amazing,2
2685,The Little Prince,really liked it,3
2696,The Little Prince,it was amazing,7
2727,The Little Prince,it was amazing,2
2729,The Little Prince,it was ok,4
2784,The Little Prince,liked it,4
2790,The Little Prince,it was amazing,8
2798,The Little Prince,it was amazing,2
2829,The Little Prince,it was amazing,25
2839,The Little Prince,it was amazing,3
2890,The Little Prince,it was amazing,5
3032,The Little Prince,really liked it,3
3042,The Little Prince,it was amazing,11
3047,The Little Prince,liked it,6
3094,The Little Prince,it was amazing,3
3107,The Little Prince,liked it,15
2185,Snow Crash,it was amazing,37
2195,Snow Crash,really liked it,50
2282,Snow Crash,really liked it,54
2494,Snow Crash,it was amazing,28
2589,Snow Crash,it was amazing,11
2630,Snow Crash,really liked it,32
2797,Snow Crash,it was amazing,6
2828,Snow Crash,it was amazing,124
2895,Snow Crash,it was amazing,52
3112,Snow Crash,really liked it,29
2100,Watchmen,really liked it,28
2282,Watchmen,liked it,54
2442,Watchmen,liked it,12
2445,Watchmen,it was amazing,22
2613,Watchmen,it was amazing,32
2632,Watchmen,really liked it,8
2638,Watchmen,really liked it,9
2904,Watchmen,really liked it,30
2926,Watchmen,really liked it,71
3073,Watchmen,it was amazing,14
3036,The Gone-Away World,liked it,8
3158,The Gone-Away World,really liked it,22
2828,The Accidental Time Machine,did not like it,124
2828,Zoo City,liked it,124
2828,Sourdough,really liked it,124
3161,Sourdough,really liked it,27
2195,Kraken,liked it,50
2828,The Last Days of New Paris,it was amazing,124
2828,Railsea,it was amazing,124
2895,A Fire in the Sun,liked it,52
2924,Annabel Scheme,really liked it,28
2895,When Gravity Fails,really liked it,52
2383,"Saga, Vol. 1",it was amazing,22
2388,"Saga, Vol. 1",really liked it,30
2195,The City & the City,really liked it,50
2828,The City & the City,really liked it,124
2926,The City & the City,really liked it,71
3158,The City & the City,really liked it,22
2185,Galactic North,liked it,37
2100,The Amazing Adventures of Kavalier & Clay,really liked it,28
2195,The Amazing Adventures of Kavalier & Clay,it was amazing,50
2282,The Amazing Adventures of Kavalier & Clay,it was amazing,54
2442,The Amazing Adventures of Kavalier & Clay,really liked it,12
2452,The Amazing Adventures of Kavalier & Clay,it was amazing,15
2516,The Amazing Adventures of Kavalier & Clay,it was amazing,5
2585,The Amazing Adventures of Kavalier & Clay,really liked it,4
2631,The Amazing Adventures of Kavalier & Clay,liked it,10
2661,The Amazing Adventures of Kavalier & Clay,really liked it,3
2797,The Amazing Adventures of Kavalier & Clay,really liked it,6
2885,The Amazing Adventures of Kavalier & Clay,really liked it,2
2904,The Amazing Adventures of Kavalier & Clay,liked it,30
2926,The Amazing Adventures of Kavalier & Clay,really liked it,71
3051,The Amazing Adventures of Kavalier & Clay,really liked it,35
3101,The Amazing Adventures of Kavalier & Clay,really liked it,21
3109,The Amazing Adventures of Kavalier & Clay,it was amazing,12
3161,The Amazing Adventures of Kavalier & Clay,it was amazing,27
3163,The Amazing Adventures of Kavalier & Clay,it was amazing,2
2282,Cryptonomicon,really liked it,54
2494,Cryptonomicon,it was amazing,28
2630,Cryptonomicon,it was amazing,32
2828,Cryptonomicon,really liked it,124
2895,Cryptonomicon,really liked it,52
2955,Cryptonomicon,liked it,20
3112,Cryptonomicon,really liked it,29
3158,Cryptonomicon,liked it,22
2282,I Am Legend and Other Stories,really liked it,54
2309,I Am Legend and Other Stories,really liked it,11
2828,I Am Legend and Other Stories,it was amazing,124
2828,"The Walking Dead, Vol. 1: Days Gone Bye",liked it,124
2185,Accelerando,it was amazing,37
2926,Accelerando,liked it,71
3101,Accelerando,liked it,21
3112,Accelerando,really liked it,29
2924,Marvel 1602,it was amazing,28
2186,Batman: The Dark Knight Returns,it was amazing,10
2195,Batman: The Dark Knight Returns,it was amazing,50
2904,Batman: The Dark Knight Returns,really liked it,30
2318,Contact,liked it,6
2494,Contact,it was amazing,28
2926,Contact,liked it,71
2282,Starship Troopers,it was amazing,54
2318,Starship Troopers,really liked it,6
2670,Starship Troopers,it was amazing,5
2895,Starship Troopers,really liked it,52
2926,Starship Troopers,liked it,71
2946,The City of Gold and Lead,liked it,23
3042,The City of Gold and Lead,really liked it,11
2829,The White Mountains,it was amazing,25
2946,The White Mountains,really liked it,23
3042,The White Mountains,really liked it,11
2613,Neuromancer,it was amazing,32
2282,Catch-22,it was amazing,54
2450,Catch-22,it was amazing,3
2592,Catch-22,it was ok,4
2613,Catch-22,it was amazing,32
2828,Catch-22,liked it,124
3109,Catch-22,really liked it,12
3147,Catch-22,it was amazing,2
3161,Catch-22,really liked it,27
2150,Timequake,it was amazing,10
2829,Timequake,it was amazing,25
2965,Timequake,really liked it,7
3073,Timequake,really liked it,14
3088,Timequake,it was amazing,34
3101,Timequake,it was amazing,21
3166,Timequake,liked it,68
2150,Welcome to the Monkey House,liked it,10
2829,Welcome to the Monkey House,it was amazing,25
2862,Welcome to the Monkey House,it was amazing,6
2965,Welcome to the Monkey House,it was ok,7
2150,The Sirens of Titan,it was amazing,10
2254,The Sirens of Titan,liked it,3
2442,The Sirens of Titan,liked it,12
2630,The Sirens of Titan,liked it,32
2829,The Sirens of Titan,it was amazing,25
2862,The Sirens of Titan,it was amazing,6
2904,The Sirens of Titan,liked it,30
2965,The Sirens of Titan,liked it,7
2150,Player Piano,it was amazing,10
2829,Player Piano,it was amazing,25
2862,Player Piano,really liked it,6
2904,Player Piano,liked it,30
3088,Player Piano,it was ok,34
3101,Player Piano,it was ok,21
2150,Galápagos,it was amazing,10
2442,Galápagos,really liked it,12
2540,Galápagos,really liked it,11
2829,Galápagos,it was amazing,25
2862,Galápagos,it was amazing,6
2965,Galápagos,liked it,7
3073,Galápagos,really liked it,14
3166,Galápagos,really liked it,68
2926,Mammoth,really liked it,71
2482,The Underground Railroad,it was amazing,6
2597,The Underground Railroad,liked it,60
2775,The Underground Railroad,liked it,3
2828,The Underground Railroad,really liked it,124
2946,The Underground Railroad,it was amazing,23
3051,The Underground Railroad,it was amazing,35
3088,The Underground Railroad,really liked it,34
3098,The Underground Railroad,it was amazing,8
3107,The Running Man,liked it,15
2195,I Am Legend,it was amazing,50
2828,I Am Legend,it was amazing,124
2223,World War Z: An Oral History of the Zombie War,it was amazing,10
2282,World War Z: An Oral History of the Zombie War,it was amazing,54
2613,World War Z: An Oral History of the Zombie War,it was amazing,32
2630,World War Z: An Oral History of the Zombie War,it was amazing,32
2828,World War Z: An Oral History of the Zombie War,liked it,124
2926,World War Z: An Oral History of the Zombie War,really liked it,71
2959,World War Z: An Oral History of the Zombie War,really liked it,6
3112,World War Z: An Oral History of the Zombie War,liked it,29
2100,Survivor,really liked it,28
2282,Survivor,liked it,54
2597,Survivor,really liked it,60
2613,Survivor,liked it,32
2630,Survivor,really liked it,32
2880,Survivor,really liked it,49
2895,Survivor,liked it,52
2904,Survivor,liked it,30
2195,The Plot Against America,it was ok,50
2282,The Plot Against America,liked it,54
2926,The Plot Against America,it was ok,71
2958,The Plot Against America,it was amazing,2
3073,The Plot Against America,it was amazing,14
3171,The Plot Against America,really liked it,3
2195,The Road,it was amazing,50
2282,The Road,it was amazing,54
2383,The Road,it was amazing,22
2452,The Road,really liked it,15
2529,The Road,it was amazing,9
2581,The Road,really liked it,23
2682,The Road,it was amazing,3
2696,The Road,really liked it,7
2717,The Road,liked it,6
2828,The Road,it was amazing,124
2835,The Road,it was amazing,6
2870,The Road,really liked it,7
2880,The Road,it was amazing,49
2895,The Road,really liked it,52
2896,The Road,liked it,3
2904,The Road,really liked it,30
2926,The Road,liked it,71
2959,The Road,liked it,6
3020,The Road,really liked it,5
3027,The Road,it was amazing,2
3036,The Road,really liked it,8
3088,The Road,it was amazing,34
3101,The Road,really liked it,21
3158,The Road,it was amazing,22
3159,The Road,did not like it,3
3161,The Road,liked it,27
3166,The Road,it was amazing,68
3171,The Road,it was amazing,3
2318,The World Without Us,really liked it,6
2100,A Clockwork Orange,it was amazing,28
2540,A Clockwork Orange,it was amazing,11
2613,A Clockwork Orange,it was amazing,32
2825,A Clockwork Orange,it was ok,5
2895,A Clockwork Orange,liked it,52
2904,A Clockwork Orange,liked it,30
3036,A Clockwork Orange,liked it,8
3100,A Clockwork Orange,it was amazing,34
3100,A Clockwork Orange,it was amazing,34
2388,A Christmas Carol,liked it,30
2445,A Christmas Carol,liked it,22
2644,A Christmas Carol,really liked it,9
2825,A Christmas Carol,it was amazing,5
2880,The Dream Daughter,liked it,49
2828,The Prestige,really liked it,124
3051,The Prestige,liked it,35
2195,The Circle,really liked it,50
2482,The Circle,liked it,6
2630,The Circle,it was ok,32
2635,The Circle,really liked it,11
2775,The Circle,really liked it,3
2835,The Circle,liked it,6
3101,The Circle,really liked it,21
3161,The Circle,liked it,27
2195,The Bone Clocks,really liked it,50
2581,The Bone Clocks,it was amazing,23
2635,The Bone Clocks,really liked it,11
2828,The Bone Clocks,really liked it,124
2946,The Bone Clocks,liked it,23
3051,The Bone Clocks,really liked it,35
3161,The Bone Clocks,really liked it,27
2195,Station Eleven,it was amazing,50
2581,Station Eleven,really liked it,23
2597,Station Eleven,it was amazing,60
2630,Station Eleven,it was amazing,32
2828,Station Eleven,it was amazing,124
3051,Station Eleven,really liked it,35
3073,Station Eleven,really liked it,14
3088,Station Eleven,really liked it,34
3098,Station Eleven,it was amazing,8
3158,Station Eleven,really liked it,22
3166,Station Eleven,it was amazing,68
3064,The Gold Coast,liked it,8
2442,Freedom,it was amazing,12
2442,Freedom,it was amazing,12
2482,Freedom,really liked it,6
2482,Freedom,really liked it,6
2516,Freedom,really liked it,5
2516,Freedom,really liked it,5
2597,Freedom,really liked it,60
2597,Freedom,really liked it,60
2635,Freedom,really liked it,11
2635,Freedom,really liked it,11
2913,Freedom,liked it,5
2913,Freedom,liked it,5
3088,Freedom,really liked it,34
3088,Freedom,really liked it,34
3098,Freedom,it was amazing,8
3098,Freedom,it was amazing,8
3161,Freedom,really liked it,27
3161,Freedom,really liked it,27
3180,Freedom,liked it,36
3180,Freedom,liked it,36
2630,Dry,it was amazing,32
3159,Dry,did not like it,3
2309,The Phantom Tollbooth,it was amazing,11
2529,The Phantom Tollbooth,it was amazing,9
2592,The Phantom Tollbooth,it was amazing,4
2445,Gulliver's Travels,it was ok,22
2613,Gulliver's Travels,liked it,32
2129,Alice's Adventures in Wonderland,it was amazing,12
2187,Alice's Adventures in Wonderland,really liked it,6
2384,Alice's Adventures in Wonderland,really liked it,4
2282,Hard Boiled,it was amazing,54
2452,Vox,liked it,15
2630,Vox,really liked it,32
2823,Vox,it was ok,2
2828,Vox,liked it,124
2631,Paradise,really liked it,10
2455,Hard-Boiled Wonderland and the End of the World,it was amazing,3
2895,Hard-Boiled Wonderland and the End of the World,it was amazing,52
2613,Watership Down,it was amazing,32
3107,Watership Down,it was amazing,15
3170,Watership Down,it was amazing,2
2282,American Gods,really liked it,54
2452,American Gods,really liked it,15
2494,American Gods,liked it,28
2540,The Long Walk,really liked it,11
2880,The Long Walk,it was amazing,49
2282,"Akira, Vol. 2",really liked it,54
2282,"Akira, Vol. 1",really liked it,54
2445,The Time Machine,liked it,22
2895,The Time Machine,liked it,52
2195,V for Vendetta,really liked it,50
2217,V for Vendetta,it was amazing,5
3100,V for Vendetta,it was amazing,34
3100,V for Vendetta,it was amazing,34
2247,Inferno,really liked it,6
2247,Inferno,really liked it,6
2880,Inferno,it was ok,49
2880,Inferno,it was ok,49
2180,The Silmarillion,it was ok,5
2347,The Silmarillion,really liked it,3
2540,The Silmarillion,really liked it,11
2613,The Silmarillion,it was ok,32
2632,The Silmarillion,it was ok,8
3017,Rising Sun,liked it,10
3054,Rising Sun,liked it,15
2644,Prey,it was ok,9
2644,Prey,it was ok,9
2644,Prey,it was ok,9
3017,Prey,it was ok,10
3017,Prey,it was ok,10
3017,Prey,it was ok,10
3112,Prey,really liked it,29
3112,Prey,really liked it,29
3112,Prey,really liked it,29
2318,Timeline,it was ok,6
2644,Timeline,it was ok,9
2880,Timeline,liked it,49
2926,Timeline,did not like it,71
2955,Timeline,it was amazing,20
3017,Timeline,liked it,10
2419,Possession,it was amazing,4
2849,Possession,liked it,11
3051,Possession,really liked it,35
3051,Killing Time,it was ok,35
3064,Killing Time,it was ok,8
2129,Blindness,it was amazing,12
2139,Blindness,it was amazing,8
2143,Blindness,liked it,3
2148,Blindness,really liked it,5
2154,Blindness,it was amazing,8
2158,Blindness,liked it,5
2170,Blindness,it was amazing,8
2172,Blindness,liked it,3
2255,Blindness,liked it,3
2344,Blindness,it was amazing,3
2441,Blindness,really liked it,5
2445,Blindness,it was amazing,22
2598,Blindness,really liked it,3
2632,Blindness,really liked it,8
2636,Blindness,really liked it,4
2696,Blindness,liked it,7
2717,Blindness,it was amazing,6
2727,Blindness,really liked it,2
2729,Blindness,really liked it,4
2784,Blindness,it was ok,4
2790,Blindness,really liked it,8
2896,Blindness,it was amazing,3
2955,Blindness,really liked it,20
3032,Blindness,liked it,3
3051,Blindness,really liked it,35
3054,Blindness,liked it,15
3094,Blindness,it was ok,3
3158,Blindness,it was amazing,22
2828,Speak,it was amazing,124
2880,Speak,really liked it,49
3024,Speak,it was amazing,10
3166,"Paper Girls, Vol. 3",really liked it,68
3166,"Paper Girls, Vol. 2",really liked it,68
2129,The Snow Queen,liked it,12
2388,The Snow Queen,really liked it,30
2395,The Snow Queen,liked it,7
3166,The Snow Queen,really liked it,68
2946,"Fortunately, the Milk",it was amazing,23
3166,Mortality,it was amazing,68
2635,Shine Shine Shine,it was amazing,11
2828,Shine Shine Shine,it was amazing,124
2455,Home,it was amazing,3
2455,Home,it was amazing,3
2828,Home,it was amazing,124
2828,Home,it was amazing,124
2170,The Wall,really liked it,8
2170,The Wall,really liked it,8
2208,The Wall,really liked it,8
2208,The Wall,really liked it,8
2137,Ghosts,really liked it,4
2137,Ghosts,really liked it,4
3166,Ghosts,liked it,68
3166,Ghosts,liked it,68
2154,In the Country of Last Things,really liked it,8
2187,In the Country of Last Things,it was amazing,6
2330,In the Country of Last Things,did not like it,2
2955,In the Country of Last Things,liked it,20
3010,In the Country of Last Things,it was amazing,4
3158,In the Country of Last Things,really liked it,22
2282,Replay,it was amazing,54
2828,"Monstress, Vol. 1: Awakening",it was amazing,124
2946,The True Meaning of Smekday,it was amazing,23
2185,Dogs of War,it was amazing,37
2828,Amped,it was ok,124
2828,The Scorpio Races,liked it,124
2597,Recursion,really liked it,60
2828,Recursion,really liked it,124
2282,The Day of the Triffids,really liked it,54
2926,The Day of the Triffids,liked it,71
2154,The Postman,it was amazing,8
2926,The Postman,liked it,71
2494,Dark Matter,really liked it,28
2494,Dark Matter,really liked it,28
2581,Dark Matter,it was amazing,23
2581,Dark Matter,it was amazing,23
2597,Dark Matter,really liked it,60
2597,Dark Matter,really liked it,60
2630,Dark Matter,really liked it,32
2630,Dark Matter,really liked it,32
2828,Dark Matter,really liked it,124
2828,Dark Matter,really liked it,124
3088,Dark Matter,it was amazing,34
3088,Dark Matter,it was amazing,34
2494,Provenance,really liked it,28
2810,Provenance,really liked it,13
2597,Exodus,it was amazing,60
2597,Exodus,it was amazing,60
2597,Exodus,it was amazing,60
2597,Exodus,it was amazing,60
2597,Exodus,it was amazing,60
2924,The Evolutionary Void,it was amazing,28
2195,The Dreaming Void,it was ok,50
2924,The Dreaming Void,liked it,28
2630,Redshirts,it was amazing,32
2924,Redshirts,did not like it,28
2926,Redshirts,really liked it,71
3054,Redshirts,liked it,15
2282,The Terror,it was amazing,54
2828,The Terror,really liked it,124
2185,Judas Unchained,it was amazing,37
2924,Judas Unchained,really liked it,28
3017,Next,liked it,10
3161,Next,it was ok,27
2597,The Water Dancer,really liked it,60
2828,Sleeping Beauties,it was ok,124
2828,Landline,really liked it,124
3024,Landline,it was ok,10
3161,Landline,it was ok,27
3166,Landline,really liked it,68
2581,The Leftovers,it was ok,23
2630,The Leftovers,really liked it,32
2635,The Leftovers,really liked it,11
2828,The Leftovers,liked it,124
3166,The Leftovers,it was amazing,68
2282,Swan Song,it was amazing,54
2926,Millennium,it was amazing,71
3180,The Other Life,really liked it,36
2828,Passage,really liked it,124
2282,Dead Sea,liked it,54
3024,The Future of Us,liked it,10
3024,Before I Fall,liked it,10
2926,Podkayne of Mars,really liked it,71
2926,Revolt in 2100/Methuselah's Children,liked it,71
2926,Friday,liked it,71
2926,Citizen of the Galaxy,liked it,71
2670,Time Enough for Love,it was amazing,5
2670,Time Enough for Love,it was amazing,5
2597,This Must Be the Place,liked it,60
2828,This Must Be the Place,really liked it,124
3161,This Must Be the Place,really liked it,27
2388,Hunger,liked it,30
2388,Hunger,liked it,30
2388,Hunger,liked it,30
3010,Hunger,it was amazing,4
3010,Hunger,it was amazing,4
3010,Hunger,it was amazing,4
3100,Hunger,really liked it,34
3100,Hunger,really liked it,34
3100,Hunger,really liked it,34
3100,Hunger,really liked it,34
3100,Hunger,really liked it,34
3100,Hunger,really liked it,34
2613,Ariel,it was amazing,32
2631,Ariel,it was amazing,10
2828,Ariel,liked it,124
3042,Ariel,really liked it,11
2848,Human Croquet,liked it,3
3161,Human Croquet,it was amazing,27
3088,The End We Start From,liked it,34
2581,Run,liked it,23
2581,Run,liked it,23
2913,Run,liked it,5
2913,Run,liked it,5
2195,Super Sad True Love Story,really liked it,50
2540,Super Sad True Love Story,really liked it,11
2635,Super Sad True Love Story,really liked it,11
3036,Super Sad True Love Story,it was amazing,8
3101,Super Sad True Love Story,really liked it,21
2619,Factotum,liked it,6
2638,Factotum,really liked it,9
2943,Factotum,really liked it,2
3088,Factotum,really liked it,34
2150,A Brief History of Time,it was amazing,10
2458,CivilWarLand in Bad Decline,really liked it,7
2849,CivilWarLand in Bad Decline,it was amazing,11
2904,CivilWarLand in Bad Decline,liked it,30
2442,Infinite Jest,it was amazing,12
2613,Infinite Jest,liked it,32
2828,Infinite Jest,it was amazing,124
2904,Infinite Jest,really liked it,30
3101,Infinite Jest,really liked it,21
3088,Red Clocks,really liked it,34
3166,The Flame Alphabet,really liked it,68
2185,Beacon 23,it was amazing,37
2630,Beacon 23,really liked it,32
2388,More Than This,really liked it,30
2195,How I Live Now,it was amazing,50
2828,How I Live Now,it was amazing,124
3051,How I Live Now,liked it,35
2597,Feed,liked it,60
2597,Feed,liked it,60
3166,Feed,liked it,68
3166,Feed,liked it,68
3166,The Children's Hospital,liked it,68
3112,The Singularity is Near: When Humans Transcend Biology,really liked it,29
2170,Seeing,liked it,8
3051,Seeing,liked it,35
2880,The Vision,it was ok,49
2775,Moonglow,liked it,3
2383,"Saga, Vol. 3",it was amazing,22
2388,"Saga, Vol. 3",really liked it,30
2383,"Saga, Vol. 2",really liked it,22
2388,"Saga, Vol. 2",really liked it,30
2828,MaddAddam,it was amazing,124
3088,MaddAddam,really liked it,34
2926,2312,really liked it,71
2100,Anathem,really liked it,28
2195,Anathem,it was amazing,50
2895,Anathem,really liked it,52
2924,Anathem,really liked it,28
3158,Anathem,it was amazing,22
2282,The Windup Girl,really liked it,54
2309,The Windup Girl,it was ok,11
2585,1Q84,it was amazing,4
2895,1Q84,liked it,52
2955,1Q84,it was amazing,20
3073,1Q84,really liked it,14
3088,1Q84,it was amazing,34
2613,The Lathe of Heaven,really liked it,32
2828,The Lathe of Heaven,it was amazing,124
2926,The Lathe of Heaven,it was amazing,71
2195,Under the Skin,liked it,50
2309,Under the Skin,it was amazing,11
2797,A Scanner Darkly,really liked it,6
2895,A Scanner Darkly,really liked it,52
2613,Lightning,it was ok,32
2890,Lightning,liked it,5
2880,The Wedding,it was ok,49
2829,The Gift,really liked it,25
2913,Away,it was ok,5
3036,Away,it was ok,8
3098,Away,liked it,8
3161,Away,really liked it,27
2383,Fantastic Beasts and Where to Find Them,liked it,22
2613,Fantastic Beasts and Where to Find Them,liked it,32
2926,Red Storm Rising,really liked it,71
2247,Eaters of the Dead,liked it,6
3017,Eaters of the Dead,it was ok,10
2880,The Cabin at the End of the World,it was ok,49
2880,Strange Weather,it was ok,49
2880,Dreamcatcher,it was ok,49
2388,Flotsam,really liked it,30
2282,The Mist,really liked it,54
2282,Cell,really liked it,54
2880,Cell,liked it,49
2880,The Tommyknockers,liked it,49
2217,The Historian,it was ok,5
2226,The Historian,it was ok,3
2309,The Historian,liked it,11
2581,The Historian,really liked it,23
2597,The Historian,liked it,60
2638,The Historian,did not like it,9
2828,The Historian,liked it,124
2840,The Historian,did not like it,4
2870,The Historian,really liked it,7
2880,The Historian,really liked it,49
2924,The Historian,liked it,28
3161,The Historian,it was amazing,27
2880,The Taking,it was ok,49
2880,The Taking,it was ok,49
2581,The Age of Miracles,liked it,23
2635,The Age of Miracles,really liked it,11
2819,The Age of Miracles,liked it,4
2828,The Age of Miracles,really liked it,124
2870,The Age of Miracles,really liked it,7
2445,A Connecticut Yankee in King Arthur's Court,really liked it,22
2282,The Children of Men,liked it,54
2828,The Children of Men,liked it,124
2904,The Children of Men,really liked it,30
3158,The Children of Men,really liked it,22
2282,Battlefield Earth: A Saga of the Year 3000,it was ok,54
3042,The Boys from Brazil,really liked it,11
